index,true_category,neighbor_categories,same_ratio,doc_preview
1574,Tools_and_Home_Improvement,"Tools_and_Home_Improvement, Electronics, Tools_and_Home_Improvement, Automotive, Cell_Phones_and_Accessories",0.4,"Fluke BP500 Li-Ion Battery, 7.4V, Li-Ion Battery for Fluke Battery Analyzers with 7.4V, Highly Reliable Status Indicator"
1585,Tools_and_Home_Improvement,"Automotive, Automotive, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Automotive",0.4,VENDACE Hi Vis Reflective Safety Winter Jackets for Men Polar Fleece Lining ANSI Class 1 High Visibility Jacket Black(Bl
1590,Office_Products,"Toys_and_Games, Toys_and_Games, Office_Products, Electronics, Office_Products",0.4,The Home Fusion Company 1000 Cloakroom Draw Raffle Tombola Numbered Tickets Book Fetes School Office Cloakroom Draw Raff
1612,Office_Products,"Office_Products, Electronics, Office_Products, Electronics, Electronics",0.4,Polycom VVX D60 Base Station with Wireless Handset - 4 Line PoE - AC Adapter Not Included Includes Polycom VVX D60 Wirel
1617,Electronics,"Musical_Instruments, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Electronics, Electronics",0.4,"HQRP AC Power Cable Cord Compatible with VIZIO E-Series E Series LED Smart TV Plus HQRP Euro Plug Adapter, Black Compati"
1663,Electronics,"Automotive, Electronics, Toys_and_Games, Electronics, Toys_and_Games",0.4,Simrad TP10 Tillerpilot The TP range delivers reliable auto steering for boats with tillers up to 32ft in length. Simple
1672,Tools_and_Home_Improvement,"Tools_and_Home_Improvement, Toys_and_Games, Office_Products, Automotive, Office_Products",0.2,"Bowflex Weight Bench Series Space-saving design 4 different adjustment angles for total versatility -20°, 0°, 45° 90° Se"
1686,Electronics,"Electronics, Office_Products, Office_Products, Electronics, Office_Products",0.4,"Voice Labeling System The Labeller features easy to use, bright yellow buttons and a 4GB internal memory. Use the includ"
1699,Electronics,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Electronics, Tools_and_Home_Improvement, Electronics",0.4,"uxcell 5PCS AC 6 Terminals DPDT Voltage Selector Slide Switch Features black plastic case, red slide button, DPDT, 6 sil"
1714,Toys_and_Games,"Toys_and_Games, Automotive, Automotive, Automotive, Automotive",0.2,Integy RC Model Billet Machined Piggyback Shock Set (8) for Traxxas 1/10 Scale E-Maxx Brushless OVERVIEW Upgrade the sus
1727,Tools_and_Home_Improvement,"Appliances, Appliances, Appliances, Tools_and_Home_Improvement, Appliances",0.2,"Eemax EX630 Replacement Element Product Description Replacement element for EX95, EX95T From the Manufacturer Single poi"
1763,Toys_and_Games,"Office_Products, Office_Products, Office_Products, Toys_and_Games, Office_Products",0.2,"Entertaining with Caspari Double Deck of Bridge Playing Cards, Palms From the Manufacturer Caspari Playing Cards featuri"
1770,Automotive,"Electronics, Electronics, Electronics, Toys_and_Games, Electronics",0.0,9320-R DiabloSport Trinity 2 EX Platinum w/ PCM Swap The Trinity (T2) Platinum is the most advanced performance programm
1780,Electronics,"Electronics, Musical_Instruments, Musical_Instruments, Musical_Instruments, Musical_Instruments",0.2,Executive Communication Systems SoundTech Professional Gooseneck Microphone The gooseneck is specially designed for prof
1789,Electronics,"Electronics, Electronics, Musical_Instruments, Musical_Instruments, Musical_Instruments",0.4,Olympus Digital Voice Recorder Product Description Olympus PC Downloadable digital voice recorder with 36 hour recording
1794,Tools_and_Home_Improvement,"Automotive, Electronics, Automotive, Electronics, Electronics",0.0,BEMONOC DIY Design DC 24V Linear Actuator Reciprocating Motor Stroke 70mm Adjustable+Switching Power Supply Speed Contro
1802,Office_Products,"Office_Products, Toys_and_Games, Toys_and_Games, Office_Products, Toys_and_Games",0.4,"12 Pack First & Last Day of School Chalkboard with 5 Markers, 14” X 11” Back to School Board for Kids, My First Last Day"
1819,Musical_Instruments,"Electronics, Automotive, Automotive, Electronics, Musical_Instruments",0.2,"PDP Main Rack Package PDP Rack Systems were designed especially for working drummers. PDP Racks are built to last, with "
1822,Tools_and_Home_Improvement,"Electronics, Electronics, Tools_and_Home_Improvement, Electronics, Electronics",0.2,"Woods 100' 14/2 MC Alum Cable, 100 Foot Black 2 Conductor Armorlite Type MC Solid Metal Clad Cable with Aluminum Armor a"
1828,Toys_and_Games,"Automotive, Automotive, Toys_and_Games, Automotive, Toys_and_Games",0.4,Traxxas 8270 Canyon Trail 1.9 Tires Foam Inserts (S1 Compound) These are #8270 Canyon trail tires for the 1/10 Traxxas t
1887,Electronics,"Toys_and_Games, Toys_and_Games, Automotive, Electronics, Electronics",0.4,MaximalPower Drone Balance Charger with Adapter Converter for Parrot AR 1.0 & 2.0 Drone Batteries With MaximalPower's Ba
1914,Office_Products,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Automotive",0.0,"SUNLITE 8/2RS Clear 24x48 (5 SHT) Sunlite is a multi-wall polycarbonate panel that is lightweight, yet impact resistant,"
1923,Electronics,"Cell_Phones_and_Accessories, Cell_Phones_and_Accessories, Cell_Phones_and_Accessories, Cell_Phones_and_Accessories, Cell_Phones_and_Accessories",0.0,"Total by Verizon Motorola Moto g Power, 64GB, Black - Prepaid Smartphone (Locked) The possibilities are endless with the"
1927,Toys_and_Games,"Toys_and_Games, Toys_and_Games, Automotive, Automotive, Tools_and_Home_Improvement",0.4,Joytech Tesla Coil SGTC Acrylic Base Shell Arc Wireless Transmission Experiment Desktop Toy Model YS21 PRECISE PROCESSIN
1928,Tools_and_Home_Improvement,"Electronics, Electronics, Electronics, Automotive, Tools_and_Home_Improvement",0.2,"Katalox Light KL-10 KL Advanced Filter Media for Iron, Manganese and Hydrogen Sulfide cu.ft, 1 Count (Pack of 1) Katalox"
1931,Musical_Instruments,"Musical_Instruments, Musical_Instruments, Electronics, Electronics, Electronics",0.4,Harmony Replacement 15 PA Speaker Woofer Compatible with Mackie Specifications 15 Pro Audio Midrange PA Woofer 15 Pro Au
1936,Electronics,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.0,"SMALLRIG Right Side Rosette Wooden Handle for Shoulder Mount Support Rig, Right Hand - 1941 ROSETTE WOODEN HANDLE SMALLR"
1952,Office_Products,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.0,VPABES 32 Inch Barber Shop Pole Red White Blue Stripes Rotating LED Light Waterproof Save Energy Salon Shop Sign Wall La
1965,Tools_and_Home_Improvement,"Appliances, Automotive, Automotive, Appliances, Automotive",0.0,40 long 430 Stainless Steel Sheet Wall Cover/Roof Plate/Kick Plate/Range Hood Back Splash 24 Gauge 0.024 (40 x 21 ) This
2006,Office_Products,"Toys_and_Games, Toys_and_Games, Office_Products, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.2,RED EMBER Border Collies 2023 Hangable Monthly Wall Calendar | 12 x 24 Open | Thick & Sturdy Paper | Giftable | Cute Dog
2007,Toys_and_Games,"Office_Products, Toys_and_Games, Automotive, Toys_and_Games, Automotive",0.4,S&S Worldwide Balsa-Wood Top Gun Glider Model Planes. Assemble Planes and Decorate with Paints or Markers. Perfect for F
2017,Electronics,"Electronics, Musical_Instruments, Musical_Instruments, Musical_Instruments, Musical_Instruments",0.2,Oyaide Insulator Four-piece 1-set Ins-sp Product Description Hair line finish which is strong to the corrosion of rust e
2039,Toys_and_Games,"Automotive, Automotive, Automotive, Automotive, Automotive",0.0,Losi Tuned Exhaust Pipe Gas Engines 5IVE-T Replacement Engine Parts Car/Boat Key Features Separate conical header and an
2050,Electronics,"Electronics, Automotive, Automotive, Automotive, Automotive",0.2,"Astromania Protective Telescope Cover with Fixing Strap, Diameter 37.6 - Protect Your Telescope Against dust, Moisture a"
2079,Electronics,"Electronics, Electronics, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.4,StudioFX 1600 WATT H9004S Digital Photography Continuous Softbox Lighting Studio Video Portrait Kit H9004S Ideal for por
2083,Electronics,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Electronics",0.2,PHILMORE ST1500 1500 Watt Step Up/Step Down Transformer 110V AC to 220V AC or 220V AC to 110V AC Heavy Duty Transformer 
2092,Office_Products,"Office_Products, Electronics, Electronics, Office_Products, Electronics",0.4,"HP - LaserJet Enterprise 500 MFP M525dn Multifunction Laser Printer, Copy/Print/Scan CF116A (DMi EA (Renewed) This pre-o"
2095,Tools_and_Home_Improvement,"Tools_and_Home_Improvement, Automotive, Electronics, Electronics, Tools_and_Home_Improvement",0.4,"14 1/2 W x 52 H Mid-America Vinyl, Standard Size Cathedral Top Center Mullion, Open Louver Shutter, w/Installation Shutt"
2125,Tools_and_Home_Improvement,"Tools_and_Home_Improvement, Musical_Instruments, Toys_and_Games, Automotive, Musical_Instruments",0.2,48 Ft of 3.5 Duncan Foam Crown Molding room kit W/precut corners on end of lengths (AVAILABLE IN 5 OTHER STYLES AND QUAN
2126,Tools_and_Home_Improvement,"Automotive, Automotive, Automotive, Automotive, Automotive",0.0,Oakley Latch Beta Sunglasses Marc Marquez Matte Olive with Prizm Black Lens Latch Beta is crafted with a handy kick-up l
2137,Tools_and_Home_Improvement,"Office_Products, Tools_and_Home_Improvement, Office_Products, Tools_and_Home_Improvement, Office_Products",0.4,"#15 Flat Crown Cable Tacker Staples - 630 ct. Surebonder 15532 #15 Flat Crown Cable Tacker Staples, Fits up to Flat Cabl"
2138,Office_Products,"Office_Products, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Automotive, Tools_and_Home_Improvement",0.2,"Salsbury Industries Triple Tier Wide 6-Feet High Deep Unassembled Extra Wide Standard Metal Locker, Gray Salisbury 53000"
2164,Electronics,"Office_Products, Electronics, Electronics, Toys_and_Games, Cell_Phones_and_Accessories",0.4,"Private Pilot Virtual Test Prep Embracing the power of audiovisual presentation, aviation training authority ASA moves w"
2173,Automotive,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.0,"GarageVac Black Wall Mounted Garage Vacuum with Accessory Compact GarageVac saves valuable garage space. Sleek, lightwei"
2177,Electronics,"Office_Products, Office_Products, Office_Products, Electronics, Office_Products",0.2,NEW Bluetooth Magstripe Encoder Credit Card Reader Writer Swipe MSR206 MSR605 MSR606 MSRX6 MSRX6 BT is smallest bluetoot
2179,Electronics,"Electronics, Electronics, Musical_Instruments, Musical_Instruments, Musical_Instruments",0.4,SoundArtist Stereo Amplifier HiFi Integrated Amplifier with Remote Control (Black) Product introduction SoundArtist Inte
2182,Office_Products,"Tools_and_Home_Improvement, Office_Products, Cell_Phones_and_Accessories, Electronics, Cell_Phones_and_Accessories",0.2,"SLNT Multishield Faraday Fabric with Silent Pocket - Perfect for Signal Blocking DIY Projects, Soft & Will Not Scratch D"
2190,Cell_Phones_and_Accessories,"Electronics, Electronics, Electronics, Electronics, Electronics",0.0,LONJADE Selfie Stick Tripod inch Extendable Selfie Stick 4 in 1 Phone Tripod Stand with Remote Handheld Travel Holder Co
2194,Automotive,"Automotive, Electronics, Automotive, Electronics, Tools_and_Home_Improvement",0.4,"K9 Unit Police Dog Vinyl Sticker Decal (V172) K-9 Choose Color!! Law Enforcement (16 x 3, White) ITEMS ARE SENT IN PLAIN"
2197,Cell_Phones_and_Accessories,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.0,"Kitoo Model 5717 Orange Gut Hook Hunting Knife.......High Carbon, Stainless 4 3/8 Double-D Serated Edge 7/8 Durable Krat"
2201,Cell_Phones_and_Accessories,"Cell_Phones_and_Accessories, Cell_Phones_and_Accessories, Electronics, Tools_and_Home_Improvement, Electronics",0.4,ENEGON White and Black Portable Charger Power Bank Fast Charging with Built-in Cable and AC Wall Plug ENEGON Portable Ch
2215,Electronics,"Musical_Instruments, Electronics, Musical_Instruments, Musical_Instruments, Musical_Instruments",0.2,"Rockville House Party System 10 1000w Bluetooth LED Booming Bass Home Speakers What's in the Box (2) Speakers, 15 ft cab"
2221,Electronics,"Musical_Instruments, Electronics, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.2,Full Version USB Hart Modem Hart -USB Modem Hart Transmitter with Built-in 24VDC & Loop Resistor for All HART Device App
2229,Electronics,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.0,Works Extra Heavy Duty 14 AWG Power Cord IEC320 C14 Male to IEC320 C19 Female Features. Extra Heavy Duty 14 AWG Power Co
2246,Electronics,"Electronics, Electronics, Cell_Phones_and_Accessories, Cell_Phones_and_Accessories, Cell_Phones_and_Accessories",0.4,Car Headrest Tablet Holder Universal - Universal Head Mount Car Phone Holder Mount IPad Car Holder Back Seat - Adjustabl
2251,Electronics,"Cell_Phones_and_Accessories, Electronics, Office_Products, Cell_Phones_and_Accessories, Cell_Phones_and_Accessories",0.2,"HPHRE Airtag Bracelet for Kids(4 Pack), Airtags Wristband Watch Band Toddler Baby Children Elders, Adjustable Elastic Ra"
2253,Tools_and_Home_Improvement,"Office_Products, Electronics, Electronics, Office_Products, Automotive",0.0,MAKO 2” Rebar Support Chair with Flat Base (Pack of 500) – Fits Bar Sizes 3-4 – Heavy Duty & Durable Plastic Concrete Re
2266,Electronics,"Cell_Phones_and_Accessories, Cell_Phones_and_Accessories, Cell_Phones_and_Accessories, Cell_Phones_and_Accessories, Cell_Phones_and_Accessories",0.0,Original 6.95 inch LCD Screen for Garmin DriveSmart 65 GPS Navigation LCD Display Screen Panel Replacement Compatible wi
2272,Electronics,"Electronics, Automotive, Automotive, Tools_and_Home_Improvement, Electronics",0.4,Misayaee Rear View Back Up Reverse Parking Camera in License Plate Lighting Night Version (NTSC) for RAV4 RAV-4 (Only wi
2276,Automotive,"Appliances, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Appliances, Appliances",0.0,"Detail King Chamois Wringer An adjustable, gearless, pressure-wringer designed for the professional, this chamois wringe"
2277,Automotive,"Automotive, Automotive, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.4,"BioFROST Concentrate 5 Gallon - Biobased, Food Contact Safe, Inhibited Propylene Glycol BioFROST is a concentrated bioba"
2287,Automotive,"Automotive, Appliances, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Automotive",0.4,JUST INTRODUCED! Air Force Master Blaster Revolution with 30' Hose MB-3CD SWB-30 The Car Dryer power you've counted on f
2294,Electronics,"Cell_Phones_and_Accessories, Cell_Phones_and_Accessories, Cell_Phones_and_Accessories, Cell_Phones_and_Accessories, Electronics",0.2,IQ Shield Screen Protector Compatible with Samsung Galaxy Tab 3 7.0 LiquidSkin Anti-Bubble Clear Film IQ Shield LIQuidSk
2313,Tools_and_Home_Improvement,"Electronics, Electronics, Automotive, Automotive, Automotive",0.0,Gate Crafters Outdoor Buried Driveway Exit Sensor CS-202 Series EMX Carsense 202 Exit Wand - Automobile sensor is buried
2320,Automotive,"Tools_and_Home_Improvement, Automotive, Automotive, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.4,Salt Plus Manta Bolt Drive Sprocket 25t Oilslick Includes Adaptors for 19 and Salt Plus Manta Chainwheels Features alloy
2343,Tools_and_Home_Improvement,"Automotive, Tools_and_Home_Improvement, Musical_Instruments, Tools_and_Home_Improvement, Automotive",0.4,"Somfy Decoflex Wirefree RTS Wall Switch, 5 Channel, White Controls up to 5 Window Shades Decoflex will control up to 5 w"
2351,Automotive,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Automotive, Tools_and_Home_Improvement, Electronics",0.2,AMSTEEL Blue U.S. Made 1/2 inch x 50 ft. Winch Rope Extension lb Strength) AmSteel Blue is the latest development of HMP
2353,Electronics,"Cell_Phones_and_Accessories, Electronics, Cell_Phones_and_Accessories, Electronics, Cell_Phones_and_Accessories",0.4,SAMSUNG Galaxy S21 FE 5G - 128 GB - Navy (T-Mobile)(Renewed) The product is refurbished and is fully functional. Backed 
2354,Office_Products,"Tools_and_Home_Improvement, Toys_and_Games, Electronics, Office_Products, Toys_and_Games",0.2,Element Groups (Materials for up to 8 Groups) The activities in this kit focus on developing a better understanding of w
